state,s1,s2,s3,s4
s1,0.2633973761835429,0.2354045274495738,0.2617372442601123,0.23946085210677096
s2,0.26330595287142705,0.2348447369788445,0.2616781095812119,0.2401712005685165
s3,0.26292433100886037,0.24194079244920333,0.2591908396815034,0.2359440368604334
s4,0.26008408132284344,0.23353265194690695,0.26705286596375366,0.23933040076649614
